mes_ref,marca,modelo,unidades_painel,marca_painel_grafia,modelo_painel_grafia,nome_planilha,unidades_planilha,marca_planilha_grafia,modelo_planilha_grafia,diferenca,situacao
2016-09,HYUNDAI,SANTAFE,82.0,HYUNDAI,SANTAFE,,0.0,,,82.0,so_no_painel
2016-09,HYUNDAI,TUCSON,2012.0,HYUNDAI,TUCSON,Hyundai Tucson,2012.0,Hyundai,Tucson,0.0,igual
2016-09,IVECO,DAILY,9.0,IVECO,DAILY,Iveco Daily,184.0,Iveco,Daily,-175.0,diverge
2016-09,IVECO,DAILY 3514,175.0,IVECO,DAILY 3514,,0.0,,,175.0,so_no_painel
2016-09,JAC,J2,0.0,,,JAC J2,25.0,JAC,J2,-25.0,so_na_planilha
2016-09,JAC,J3,0.0,,,JAC J3,7.0,JAC,J3,-7.0,so_na_planilha
2016-09,JAC,J3 TURIN,21.0,JAC,J3 TURIN,JAC J3 Turin,21.0,JAC,J3 Turin,0.0,igual
2016-09,JAC,J5,0.0,,,JAC J5,8.0,JAC,J5,-8.0,so_na_planilha
2016-09,JAC,J6,22.0,JAC,J6,JAC J6,22.0,JAC,J6,0.0,igual
2016-09,JAC,T5,4.0,JAC,T5,,0.0,,,4.0,so_no_painel
2016-09,JAC,T50,0.0,,,JAC T50,4.0,JAC,T50,-4.0,so_na_planilha
2016-09,JAC,T6,0.0,,,JAC T6,52.0,JAC,T6,-52.0,so_na_planilha
2016-09,JAC,T8,9.0,JAC,T8,JAC T8,9.0,JAC,T8,0.0,igual
2016-09,JAGUAR,F PACE,0.0,,,Jaguar F-Pace,44.0,Jaguar,F-Pace,-44.0,so_na_planilha
2016-09,JAGUAR,F TYPE,0.0,,,Jaguar F-Type,1.0,Jaguar,F-Type,-1.0,so_na_planilha
2016-09,JAGUAR,XE,29.0,JAGUAR,XE,Jaguar XE,29.0,Jaguar,XE,0.0,igual
2016-09,JAGUAR,XF,0.0,,,Jaguar XF,3.0,Jaguar,XF,-3.0,so_na_planilha
2016-09,JEEP,CHEROKEE,42.0,JEEP,CHEROKEE,Jeep Cherokee,12.0,Jeep,Cherokee,30.0,diverge
2016-09,JEEP,COMPASS,0.0,,,Jeep Compass,89.0,Jeep,Compass,-89.0,so_na_planilha
2016-09,JEEP,GRAND CHEROKEE,0.0,,,Jeep Grand Cherokee,30.0,Jeep,Grand Cherokee,-30.0,so_na_planilha
2016-09,JEEP,RENEGADE,4456.0,JEEP,RENEGADE,Jeep Renegade,4461.0,Jeep,Renegade,-5.0,diverge
2016-09,JEEP,WRANGLER,0.0,,,Jeep Wrangler,6.0,Jeep,Wrangler,-6.0,so_na_planilha
2016-09,JINBEI,M35,1.0,JINBEI,M35,,0.0,,,1.0,so_no_painel
2016-09,JINBEI,TOPIC,1.0,JINBEI,TOPIC,,0.0,,,1.0,so_no_painel
2016-09,JINBEI,TOPIC PASSAGEIRO,0.0,,,Jinbei Topic Passageiro,2.0,Jinbei,Topic Passageiro,-2.0,so_na_planilha
2016-09,KIA,BONGO,0.0,,,Kia Bongo,136.0,Kia,Bongo,-136.0,so_na_planilha
2016-09,KIA,CARNIVAL,6.0,KIA,CARNIVAL,,0.0,,,6.0,so_no_painel
2016-09,KIA,CERATO,176.0,KIA,CERATO,Kia Cerato,176.0,Kia,Cerato,0.0,igual
2016-09,KIA,GRAND CARNIVAL,0.0,,,Kia Grand Carnival,6.0,Kia,Grand Carnival,-6.0,so_na_planilha
2016-09,KIA,K2500,136.0,KIA,K2500,,0.0,,,136.0,so_no_painel
2016-09,KIA,MOHAVE,0.0,,,Kia Mohave,2.0,Kia,Mohave,-2.0,so_na_planilha
2016-09,KIA,OPTIMA,0.0,,,Kia Optima,3.0,Kia,Optima,-3.0,so_na_planilha
2016-09,KIA,PICANTO,148.0,KIA,PICANTO,Kia Picanto,148.0,Kia,Picanto,0.0,igual
2016-09,KIA,SORENTO,49.0,KIA,SORENTO,Kia Sorento,49.0,Kia,Sorento,0.0,igual
2016-09,KIA,SOUL,0.0,,,Kia Soul,29.0,Kia,Soul,-29.0,so_na_planilha
2016-09,KIA,SPORTAGE,179.0,KIA,SPORTAGE,Kia Sportage,179.0,Kia,Sportage,0.0,igual
2016-09,LAND ROVER,DISCOVERY,334.0,LAND ROVER,DISCOVERY,Land Rover Discovery,34.0,Land Rover,Discovery,300.0,diverge
2016-09,LAND ROVER,DISCOVERY SPORT,0.0,,,Land Rover Discovery Sport,300.0,Land Rover,Discovery Sport,-300.0,so_na_planilha
2016-09,LAND ROVER,EVOQUE,141.0,LAND ROVER,EVOQUE,,0.0,,,141.0,so_no_painel
2016-09,LAND ROVER,RANGE ROVER,53.0,LAND ROVER,RANGE ROVER,Land Rover Range Rover,3.0,Land Rover,Range Rover,50.0,diverge
2016-09,LAND ROVER,RANGE ROVER EVOQUE,0.0,,,Land Rover Range Rover Evoque,141.0,Land Rover,Range Rover Evoque,-141.0,so_na_planilha
2016-09,LAND ROVER,RANGE ROVER SPORT,0.0,,,Land Rover Range Rover Sport,50.0,Land Rover,Range Rover Sport,-50.0,so_na_planilha
2016-09,LEXUS,CT,0.0,,,Lexus CT,6.0,Lexus,CT,-6.0,so_na_planilha
2016-09,LEXUS,ES,0.0,,,Lexus ES,4.0,Lexus,ES,-4.0,so_na_planilha
2016-09,LEXUS,NX,0.0,,,Lexus NX,21.0,Lexus,NX,-21.0,so_na_planilha
2016-09,LEXUS,RX,0.0,,,Lexus RX,2.0,Lexus,RX,-2.0,so_na_planilha
2016-09,LIFAN,530,0.0,,,Lifan 530,62.0,Lifan,530,-62.0,so_na_planilha
2016-09,LIFAN,FOISON,35.0,LIFAN,FOISON,Lifan Foison,35.0,Lifan,Foison,0.0,igual
2016-09,LIFAN,LF 530,62.0,LIFAN,LF 530,,0.0,,,62.0,so_no_painel
2016-09,LIFAN,X60,149.0,LIFAN,X60,Lifan X60,149.0,Lifan,X60,0.0,igual
2016-09,M BENZ,A 200,71.0,M.BENZ,A 200,,0.0,,,71.0,so_no_painel
2016-09,M BENZ,CLA,0.0,,,Mercedes-Benz CLA,69.0,M.BENZ,CLA,-69.0,so_na_planilha
2016-09,M BENZ,CLA200,48.0,M.BENZ,CLA200,,0.0,,,48.0,so_no_painel
2016-09,M BENZ,CLASSE A,0.0,,,Mercedes-Benz Classe A,95.0,M.BENZ,Classe A,-95.0,so_na_planilha
2016-09,M BENZ,CLASSE B,12.0,M.BENZ,CLASSE B,Mercedes-Benz Classe B,12.0,M.BENZ,Classe B,0.0,igual
2016-09,M BENZ,CLASSE C,540.0,M.BENZ,CLASSE C,Mercedes-Benz Classe C,540.0,M.BENZ,Classe C,0.0,igual
2016-09,M BENZ,CLASSE E,6.0,M.BENZ,CLASSE E,Mercedes-Benz Classe E,6.0,M.BENZ,Classe E,0.0,igual
2016-09,M BENZ,CLASSE GLA,207.0,M.BENZ,CLASSE GLA,,0.0,,,207.0,so_no_painel
2016-09,M BENZ,CLASSE S,0.0,,,Mercedes-Benz Classe S,5.0,M.BENZ,Classe S,-5.0,so_na_planilha
2016-09,M BENZ,CLS,0.0,,,Mercedes-Benz CLS,5.0,M.BENZ,CLS,-5.0,so_na_planilha
2016-09,M BENZ,GLA,0.0,,,Mercedes-Benz GLA,207.0,M.BENZ,GLA,-207.0,so_na_planilha
2016-09,M BENZ,GLC,57.0,M.BENZ,GLC,Mercedes-Benz GLC,57.0,M.BENZ,GLC,0.0,igual
2016-09,M BENZ,GLE,38.0,M.BENZ,GLE,Mercedes-Benz GLE,38.0,M.BENZ,GLE,0.0,igual
2016-09,M BENZ,SLK,0.0,M.BENZ,SLK,,0.0,,,0.0,so_na_planilha
2016-09,M BENZ,SPRINTER,16.0,M.BENZ,SPRINTER,Mercedes-Benz Sprinter,193.0,M.BENZ,Sprinter,-177.0,diverge
2016-09,M BENZ,SPRINTER 311,51.0,M.BENZ,SPRINTER 311,,0.0,,,51.0,so_no_painel
2016-09,M BENZ,SPRINTER 313,4.0,M.BENZ,SPRINTER 313,,0.0,,,4.0,so_no_painel
2016-09,M BENZ,SPRINTER 415,6.0,M.BENZ,SPRINTER 415,,0.0,,,6.0,so_no_painel
2016-09,M BENZ,SPRINTER 515,1.0,M.BENZ,SPRINTER 515,,0.0,,,1.0,so_no_painel
2016-09,M BENZ,VITO,28.0,M.BENZ,VITO,Mercedes-Benz Vito,28.0,M.BENZ,Vito,0.0,igual
2016-09,MAHINDRA,HWKCD4,2.0,MAHINDRA,HWKCD4,,0.0,,,2.0,so_no_painel
2016-09,MAHINDRA,MAHINDRA,1.0,MAHINDRA,MAHINDRA,,0.0,,,1.0,so_no_painel
2016-09,MINI,COOPER,106.0,MINI,COOPER,,0.0,,,106.0,so_no_painel
2016-09,MINI,COUNTRYMAN,0.0,,,Mini Countryman,1.0,Mini,Countryman,-1.0,so_na_planilha
2016-09,MINI,HATCH 3 PORTAS,0.0,,,Mini Hatch 3 portas,118.0,Mini,Hatch 3 portas,-118.0,so_na_planilha
2016-09,MITSUBISHI,ASX,403.0,MITSUBISHI,ASX,Mitsubishi ASX,403.0,Mitsubishi,ASX,0.0,igual
2016-09,MITSUBISHI,L200,766.0,MITSUBISHI,L200,,0.0,,,766.0,so_no_painel
2016-09,MITSUBISHI,L200 TRITON,0.0,,,Mitsubishi L200 Triton,766.0,Mitsubishi,L200 Triton,-766.0,so_na_planilha
2016-09,MITSUBISHI,LANCER,349.0,MITSUBISHI,LANCER,Mitsubishi Lancer,349.0,Mitsubishi,Lancer,0.0,igual
2016-09,MITSUBISHI,OUTLANDER,345.0,MITSUBISHI,OUTLANDER,Mitsubishi Outlander,345.0,Mitsubishi,Outlander,0.0,igual
2016-09,MITSUBISHI,PAJERO,295.0,MITSUBISHI,PAJERO,,0.0,,,295.0,so_no_painel
2016-09,MITSUBISHI,PAJERO FULL,0.0,,,Mitsubishi Pajero Full,50.0,Mitsubishi,Pajero Full,-50.0,so_na_planilha
2016-09,MITSUBISHI,PAJERO HPE,0.0,,,Mitsubishi Pajero HPE,245.0,Mitsubishi,Pajero HPE,-245.0,so_na_planilha
2016-09,NISSAN,FRONTIER,226.0,NISSAN,FRONTIER,Nissan Frontier,226.0,Nissan,Frontier,0.0,igual
2016-09,NISSAN,KICKS,2367.0,NISSAN,KICKS,Nissan Kicks,2368.0,Nissan,Kicks,-1.0,diverge
2016-09,NISSAN,LIVINA,0.0,NISSAN,LIVINA,,0.0,,,0.0,so_na_planilha
2016-09,NISSAN,MARCH,1413.0,NISSAN,MARCH,Nissan March,1413.0,Nissan,March,0.0,igual
2016-09,NISSAN,SENTRA,315.0,NISSAN,SENTRA,Nissan Sentra,315.0,Nissan,Sentra,0.0,igual
2016-09,NISSAN,VERSA,2018.0,NISSAN,VERSA,Nissan Versa,2018.0,Nissan,Versa,0.0,igual
2016-09,PEUGEOT,2008,822.0,PEUGEOT,2008,Peugeot 2008,822.0,Peugeot,2008,0.0,igual
2016-09,PEUGEOT,208,756.0,PEUGEOT,208,Peugeot 208,756.0,Peugeot,208,0.0,igual
2016-09,PEUGEOT,3008,0.0,,,Peugeot 3008,4.0,Peugeot,3008,-4.0,so_na_planilha
2016-09,PEUGEOT,308,152.0,PEUGEOT,308,Peugeot 308,152.0,Peugeot,308,0.0,igual
2016-09,PEUGEOT,408,57.0,PEUGEOT,408,Peugeot 408,57.0,Peugeot,408,0.0,igual
2016-09,PEUGEOT,BOXER,60.0,PEUGEOT,BOXER,Peugeot Boxer,60.0,Peugeot,Boxer,0.0,igual
2016-09,PEUGEOT,PARTNER,39.0,PEUGEOT,PARTNER,Peugeot Partner,39.0,Peugeot,Partner,0.0,igual
2016-09,PORSCHE,718 BOXSTER,0.0,,,Porsche 718 Boxster,15.0,Porsche,718 Boxster,-15.0,so_na_planilha
2016-09,PORSCHE,718 CAYMAN,0.0,,,Porsche 718 Cayman,1.0,Porsche,718 Cayman,-1.0,so_na_planilha
2016-09,PORSCHE,911,20.0,PORSCHE,911,Porsche 911,23.0,Porsche,911,-3.0,diverge
2016-09,PORSCHE,BOXSTER,15.0,PORSCHE,BOXSTER,,0.0,,,15.0,so_no_painel
2016-09,PORSCHE,CAYENNE,0.0,,,Porsche Cayenne,19.0,Porsche,Cayenne,-19.0,so_na_planilha
2016-09,PORSCHE,CAYMAN,1.0,PORSCHE,CAYMAN,,0.0,,,1.0,so_no_painel
2016-09,PORSCHE,MACAN,0.0,,,Porsche Macan,33.0,Porsche,Macan,-33.0,so_na_planilha
2016-09,PORSCHE,PANAMERA,0.0,,,Porsche Panamera,2.0,Porsche,Panamera,-2.0,so_na_planilha
2016-09,RAM,2500,46.0,RAM,2500,,0.0,,,46.0,so_no_painel
2016-09,RELY,PICK UP,0.0,,,Rely Pick-up,3.0,Rely,Pick-up,-3.0,so_na_planilha
2016-09,RELY,RELY PICK UP,3.0,RELY,RELY PICK-UP,,0.0,,,3.0,so_no_painel
2016-09,RENAULT,CLIO,496.0,RENAULT,CLIO,Renault Clio,496.0,Renault,Clio,0.0,igual
2016-09,RENAULT,DUSTER,1818.0,RENAULT,DUSTER,Renault Duster,1818.0,Renault,Duster,0.0,igual
2016-09,RENAULT,FLUENCE,317.0,RENAULT,FLUENCE,Renault Fluence,317.0,Renault,Fluence,0.0,igual
2016-09,RENAULT,KANGOO,90.0,RENAULT,KANGOO,Renault Kangoo,90.0,Renault,Kangoo,0.0,igual
2016-09,RENAULT,LOGAN,2484.0,RENAULT,LOGAN,Renault Logan,2484.0,Renault,Logan,0.0,igual
2016-09,RENAULT,MASTER,542.0,RENAULT,MASTER,Renault Master,544.0,Renault,Master,-2.0,diverge
2016-09,RENAULT,OROCH,1394.0,RENAULT,OROCH,Renault Oroch,1394.0,Renault,Oroch,0.0,igual
2016-09,RENAULT,RENAULT,2.0,RENAULT,RENAULT,,0.0,,,2.0,so_no_painel
2016-09,RENAULT,SANDERO,4992.0,RENAULT,SANDERO,Renault Sandero,4992.0,Renault,Sandero,0.0,igual
2016-09,SHINERAY,A9,0.0,,,Shineray A9,2.0,Shineray,A9,-2.0,so_na_planilha
2016-09,SHINERAY,A9 CARGO,0.0,,,Shineray A9 Cargo,1.0,Shineray,A9 Cargo,-1.0,so_na_planilha
2016-09,SHINERAY,P TRUCKS,2.0,SHINERAY,P TRUCKS,,0.0,,,2.0,so_no_painel
2016-09,SHINERAY,TRUCK,1.0,SHINERAY,TRUCK,,0.0,,,1.0,so_no_painel
2016-09,SUBARU,FORESTER,60.0,SUBARU,FORESTER,Subaru Forester,60.0,Subaru,Forester,0.0,igual
2016-09,SUBARU,LEGACY,0.0,,,Subaru Legacy,9.0,Subaru,Legacy,-9.0,so_na_planilha
2016-09,SUBARU,OUTBACK,0.0,,,Subaru Outback,3.0,Subaru,Outback,-3.0,so_na_planilha
2016-09,SUBARU,WRX,17.0,SUBARU,WRX,Subaru WRX,17.0,Subaru,WRX,0.0,igual
2016-09,SUBARU,XV,0.0,,,Subaru XV,15.0,Subaru,XV,-15.0,so_na_planilha
2016-09,SUZUKI,GRAND VITARA,0.0,,,Suzuki Grand Vitara,134.0,Suzuki,Grand Vitara,-134.0,so_na_planilha
2016-09,SUZUKI,GVITARA,134.0,SUZUKI,GVITARA,,0.0,,,134.0,so_no_painel
2016-09,SUZUKI,JIMNY,109.0,SUZUKI,JIMNY,Suzuki Jimny,109.0,Suzuki,Jimny,0.0,igual
2016-09,SUZUKI,S CROSS,0.0,,,Suzuki S-Cross,55.0,Suzuki,S-Cross,-55.0,so_na_planilha
2016-09,SUZUKI,SWIFT,0.0,,,Suzuki Swift,4.0,Suzuki,Swift,-4.0,so_na_planilha
2016-09,SUZUKI,SX4,55.0,SUZUKI,SX4,,0.0,,,55.0,so_no_painel
2016-09,TOYOTA,BANDEIRANTE,1.0,TOYOTA,BANDEIRANTE,,0.0,,,1.0,so_no_painel
2016-09,TOYOTA,CAMRY,0.0,,,Toyota Camry,3.0,Toyota,Camry,-3.0,so_na_planilha
2016-09,TOYOTA,COROLLA,4797.0,TOYOTA,COROLLA,Toyota Corolla,4797.0,Toyota,Corolla,0.0,igual
2016-09,TOYOTA,ETIOS,0.0,,,Toyota Etios,2869.0,Toyota,Etios,-2869.0,so_na_planilha
2016-09,TOYOTA,ETIOS HB,2869.0,TOYOTA,ETIOS HB,,0.0,,,2869.0,so_no_painel
2016-09,TOYOTA,ETIOS SEDA,0.0,,,Toyota Etios Sedã,2721.0,Toyota,Etios Sedã,-2721.0,so_na_planilha
2016-09,TOYOTA,ETIOS SEDAN,2721.0,TOYOTA,ETIOS SEDAN,,0.0,,,2721.0,so_no_painel
2016-09,TOYOTA,FIELDER,0.0,TOYOTA,FIELDER,,0.0,,,0.0,so_na_planilha
2016-09,TOYOTA,HILUX,2897.0,TOYOTA,HILUX,Toyota Hilux,2749.0,Toyota,Hilux,148.0,diverge
2016-09,TOYOTA,HILUX SW4,1019.0,TOYOTA,HILUX SW4,,0.0,,,1019.0,so_no_painel
2016-09,TOYOTA,PRIUS,19.0,TOYOTA,PRIUS,Toyota Prius,19.0,Toyota,Prius,0.0,igual
2016-09,TOYOTA,RAV4,63.0,TOYOTA,RAV4,Toyota RAV4,63.0,Toyota,RAV4,0.0,igual
2016-09,TOYOTA,SW4,0.0,,,Toyota SW4,1167.0,Toyota,SW4,-1167.0,so_na_planilha
2016-09,TROLLER,T4,90.0,TROLLER,T4,Troller T4,90.0,Troller,T4,0.0,igual
2016-09,VICR,SAVEIRO,0.0,VICR,SAVEIRO,,0.0,,,0.0,so_na_planilha
2016-09,VOLVO,S60,14.0,VOLVO,S60,Volvo S60,14.0,Volvo,S60,0.0,igual
2016-09,VOLVO,V40,0.0,,,Volvo V40,47.0,Volvo,V40,-47.0,so_na_planilha
2016-09,VOLVO,V60,6.0,VOLVO,V60,Volvo V60,6.0,Volvo,V60,0.0,igual
2016-09,VOLVO,XC60,182.0,VOLVO,XC60,Volvo XC60,182.0,Volvo,XC60,0.0,igual
2016-09,VOLVO,XC90,0.0,,,Volvo XC90,61.0,Volvo,XC90,-61.0,so_na_planilha
2016-09,VW,AMAROK,660.0,VW,AMAROK,Volkswagen Amarok,660.0,VW,Amarok,0.0,igual
2016-09,VW,CC,4.0,VW,CC,Volkswagen CC,4.0,VW,CC,0.0,igual
2016-09,VW,CROSSFOX,0.0,,,Volkswagen CrossFox,279.0,VW,CrossFox,-279.0,so_na_planilha
2016-09,VW,FOX,0.0,,,Volkswagen Fox,2195.0,VW,Fox,-2195.0,so_na_planilha
2016-09,VW,FOX CROSS FOX,2474.0,VW,FOX/CROSS FOX,,0.0,,,2474.0,so_no_painel
2016-09,VW,FUSCA,0.0,,,Volkswagen Fusca,11.0,VW,Fusca,-11.0,so_na_planilha
2016-09,VW,GOL,2185.0,VW,GOL,Volkswagen Gol,2185.0,VW,Gol,0.0,igual
2016-09,VW,GOLF,236.0,VW,GOLF,Volkswagen Golf,236.0,VW,Golf,0.0,igual
2016-09,VW,GOLF VARIANT,35.0,VW,GOLF VARIANT,Volkswagen Golf Variant,35.0,VW,Golf Variant,0.0,igual
2016-09,VW,JETTA,1052.0,VW,JETTA,Volkswagen Jetta,1052.0,VW,Jetta,0.0,igual
2016-09,VW,JETTA VARIANT,0.0,VW,JETTA VARIANT,,0.0,,,0.0,so_na_planilha
2016-09,VW,PASSAT,11.0,VW,PASSAT,Volkswagen Passat,11.0,VW,Passat,0.0,igual
2016-09,VW,POLO SEDAN,0.0,VW,POLO SEDAN,,0.0,,,0.0,so_na_planilha
2016-09,VW,QUANTUM,0.0,VW,QUANTUM,,0.0,,,0.0,so_na_planilha
2016-09,VW,SAVEIRO,2292.0,VW,SAVEIRO,Volkswagen Saveiro,2292.0,VW,Saveiro,0.0,igual
2016-09,VW,SPACE CROSS,0.0,,,Volkswagen Space Cross,18.0,VW,Space Cross,-18.0,so_na_planilha
2016-09,VW,SPACE FOX,157.0,VW,SPACE FOX,,0.0,,,157.0,so_no_painel
2016-09,VW,SPACECROSS,18.0,VW,SPACECROSS,,0.0,,,18.0,so_no_painel
2016-09,VW,SPACEFOX,0.0,,,Volkswagen SpaceFox,157.0,VW,SpaceFox,-157.0,so_na_planilha
2016-09,VW,TIGUAN,47.0,VW,TIGUAN,Volkswagen Tiguan,47.0,VW,Tiguan,0.0,igual
2016-09,VW,TOUAREG,0.0,,,Volkswagen Touareg,17.0,VW,Touareg,-17.0,so_na_planilha
2016-09,VW,UP,1863.0,VW,UP,Volkswagen up!,1863.0,VW,up!,0.0,igual
2016-09,VW,VOYAGE,723.0,VW,VOYAGE,Volkswagen Voyage,723.0,VW,Voyage,0.0,igual
2016-10,AUDI,A1,0.0,,,Audi A1,5.0,Audi,A1,-5.0,so_na_planilha
2016-10,AUDI,A3,0.0,,,Audi A3,31.0,Audi,A3,-31.0,so_na_planilha
2016-10,AUDI,A3 SEDAN,212.0,AUDI,A3 SEDAN,Audi A3 Sedan,212.0,Audi,A3 Sedan,0.0,igual
2016-10,AUDI,A4,13.0,AUDI,A4,Audi A4,73.0,Audi,A4,-60.0,diverge
2016-10,AUDI,A4 AVANT,0.0,AUDI,A4 AVANT,,0.0,,,0.0,so_na_planilha
2016-10,AUDI,A5,13.0,AUDI,A5,Audi A5,13.0,Audi,A5,0.0,igual
2016-10,AUDI,A6,14.0,AUDI,A6,Audi A6,14.0,Audi,A6,0.0,igual
2016-10,AUDI,A6 ALLROAD,2.0,AUDI,A6 ALLROAD,,0.0,,,2.0,so_no_painel
2016-10,AUDI,A7 SPORTBACK,0.0,,,Audi A7 Sportback,2.0,Audi,A7 Sportback,-2.0,so_na_planilha
2016-10,AUDI,A8,0.0,,,Audi A8,4.0,Audi,A8,-4.0,so_na_planilha
2016-10,AUDI,Q3,437.0,AUDI,Q3,Audi Q3,437.0,Audi,Q3,0.0,igual
2016-10,AUDI,Q5,0.0,,,Audi Q5,29.0,Audi,Q5,-29.0,so_na_planilha
2016-10,AUDI,Q7,0.0,,,Audi Q7,5.0,Audi,Q7,-5.0,so_na_planilha
2016-10,AUDI,RS 3 SPORTBACK,0.0,,,Audi RS 3 Sportback,1.0,Audi,RS 3 Sportback,-1.0,so_na_planilha
2016-10,AUDI,RS 6 AVANT,0.0,,,Audi RS 6 Avant,2.0,Audi,RS 6 Avant,-2.0,so_na_planilha
2016-10,AUDI,RS Q3,0.0,,,Audi RS Q3,2.0,Audi,RS Q3,-2.0,so_na_planilha
2016-10,AUDI,S3 SPORTBACK,0.0,,,Audi S3 Sportback,8.0,Audi,S3 Sportback,-8.0,so_na_planilha
2016-10,AUDI,SQ5,0.0,,,Audi SQ5,4.0,Audi,SQ5,-4.0,so_na_planilha
2016-10,AUDI,TT,33.0,AUDI,TT,,0.0,,,33.0,so_no_painel
2016-10,AUDI,TT COUPE,0.0,,,Audi TT Coupé,22.0,Audi,TT Coupé,-22.0,so_na_planilha
2016-10,BMW,220I,32.0,BMW,220I,,0.0,,,32.0,so_no_painel
2016-10,BMW,320,256.0,BMW,320,,0.0,,,256.0,so_no_painel
2016-10,BMW,328,38.0,BMW,328,,0.0,,,38.0,so_no_painel
2016-10,BMW,I3,0.0,,,BMW i3,9.0,BMW,i3,-9.0,so_na_planilha
2016-10,BMW,M1,0.0,,,BMW M1,2.0,BMW,M1,-2.0,so_na_planilha
2016-10,BMW,M3,0.0,,,BMW M3,4.0,BMW,M3,-4.0,so_na_planilha
2016-10,BMW,M4,0.0,,,BMW M4,3.0,BMW,M4,-3.0,so_na_planilha
2016-10,BMW,M6,3.0,BMW,M6,BMW M6,3.0,BMW,M6,0.0,igual
2016-10,BMW,SERIE 1,0.0,,,BMW Série 1,15.0,BMW,Série 1,-15.0,so_na_planilha
2016-10,BMW,SERIE 2 ACTIVE TOURER,0.0,,,BMW Série 2 Active Tourer,33.0,BMW,Série 2 Active Tourer,-33.0,so_na_planilha
2016-10,BMW,SERIE 3,0.0,,,BMW Série 3,294.0,BMW,Série 3,-294.0,so_na_planilha
2016-10,BMW,SERIE 4,0.0,,,BMW Série 4,7.0,BMW,Série 4,-7.0,so_na_planilha
2016-10,BMW,SERIE 5,0.0,,,BMW Série 5,5.0,BMW,Série 5,-5.0,so_na_planilha
2016-10,BMW,SERIE 7,0.0,,,BMW Série 7,4.0,BMW,Série 7,-4.0,so_na_planilha
2016-10,BMW,X1,370.0,BMW,X1,BMW X1,370.0,BMW,X1,0.0,igual
2016-10,BMW,X3,0.0,,,BMW X3,56.0,BMW,X3,-56.0,so_na_planilha
2016-10,BMW,X4,84.0,BMW,X4,BMW X4,84.0,BMW,X4,0.0,igual
2016-10,BMW,X5,0.0,,,BMW X5,69.0,BMW,X5,-69.0,so_na_planilha
2016-10,BMW,X6,0.0,,,BMW X6,37.0,BMW,X6,-37.0,so_na_planilha
2016-10,BMW,Z4,5.0,BMW,Z4,BMW Z4,5.0,BMW,Z4,0.0,igual
2016-10,CAOA CHERY,CELER,0.0,,,CAOA Chery Celer,28.0,CAOA Chery,Celer,-28.0,so_na_planilha
2016-10,CAOA CHERY,CELER SEDAN,0.0,,,CAOA Chery Celer Sedan,45.0,CAOA Chery,Celer Sedan,-45.0,so_na_planilha
2016-10,CAOA CHERY,QQ,0.0,,,CAOA Chery QQ,14.0,CAOA Chery,QQ,-14.0,so_na_planilha
2016-10,CAOA CHERY,TIGGO,0.0,,,CAOA Chery Tiggo,24.0,CAOA Chery,Tiggo,-24.0,so_na_planilha
2016-10,CHERY,CELER,28.0,CHERY,CELER,,0.0,,,28.0,so_no_painel
2016-10,CHERY,CELER SEDAN,45.0,CHERY,CELER SEDAN,,0.0,,,45.0,so_no_painel
2016-10,CHRYSLER,TOWN COUNTRY,0.0,,,Chrysler Town & Country,1.0,Chrysler,Town & Country,-1.0,so_na_planilha
2016-10,CITROEN,AIRCROSS,591.0,CITROEN,AIRCROSS,Citroën Aircross,591.0,CITROEN,Aircross,0.0,igual
2016-10,CITROEN,C3,724.0,CITROEN,C3,Citroën C3,724.0,CITROEN,C3,0.0,igual
2016-10,CITROEN,C3 PICASSO,0.0,CITROEN,C3 PICASSO,,0.0,,,0.0,so_na_planilha
2016-10,CITROEN,C4 LOUNGE,0.0,,,Citroën C4 Lounge,247.0,CITROEN,C4 Lounge,-247.0,so_na_planilha
2016-10,CITROEN,C4 PICASSO,6.0,CITROEN,C4 PICASSO,Citroën C4 Picasso,6.0,CITROEN,C4 Picasso,0.0,igual
2016-10,CITROEN,C4L,247.0,CITROEN,C4L,,0.0,,,247.0,so_no_painel
2016-10,CITROEN,DS 3,0.0,,,Citroën DS 3,5.0,CITROEN,DS 3,-5.0,so_na_planilha
2016-10,CITROEN,DS 5,0.0,,,Citroën DS 5,3.0,CITROEN,DS 5,-3.0,so_na_planilha
2016-10,CITROEN,JUMPER,30.0,CITROEN,JUMPER,Citroën Jumper,30.0,CITROEN,Jumper,0.0,igual
2016-10,DODGE,DURANGO,0.0,,,Dodge Durango,1.0,Dodge,Durango,-1.0,so_na_planilha
2016-10,DODGE,JOURNEY,3.0,DODGE,JOURNEY,Dodge Journey,3.0,Dodge,Journey,0.0,igual
2016-10,EFFA,K01,9.0,EFFA,K01,,0.0,,,9.0,so_no_painel
2016-10,EFFA,K02,2.0,EFFA,K02,Effa K02,2.0,Effa,K02,0.0,igual
2016-10,EFFA,M100,0.0,EFFA,M100,,0.0,,,0.0,so_na_planilha
2016-10,EFFA,START PICAPE,0.0,,,Effa Start Picape,1.0,Effa,Start Picape,-1.0,so_na_planilha
2016-10,FERRARI,488 GTB,0.0,,,Ferrari 488 GTB,1.0,Ferrari,488 GTB,-1.0,so_na_planilha
2016-10,FERRARI,488 SPIDER,0.0,,,Ferrari 488 Spider,1.0,Ferrari,488 Spider,-1.0,so_na_planilha
2016-10,FIAT,500,32.0,FIAT,500,Fiat 500,32.0,Fiat,500,0.0,igual
